name,dataset,consideredLength,remaining_points,pop_size,offspring_size,loop,iterations,runs,mean_best_mse,description
experiment_timed2019-07-03_16-03-52-184,subject103_5,20000,200,200,200,true,500,50,0.29111842470577487,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-03_16-05-16-782,subject103_6,20000,200,200,200,true,500,50,0.6098222158841758,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-03_18-02-41-050,subject103_5,30000,300,200,200,true,500,50,0.12468338468949891,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-03_12-06-32-059,Ham,50000,500,200,200,true,1000,50,0.4946021909327999,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-03_21-05-32-774,subject103_5,40000,400,200,200,true,500,50,0.12178206446473419,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_01-09-10-342,subject103_5,50000,500,200,200,true,500,50,0.16800189032648752,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_15-34-27-848,Ham,30000,300,200,200,false,1000,50,0.5135083679982945,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_15-32-39-027,Ham,30000,300,200,200,false,1000,50,0.5446027527668336,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_15-30-38-265,Ham,30000,300,200,200,true,1000,50,0.4873480743117722,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_17-22-53-643,Rock,30000,300,200,200,false,1000,50,0.5943878211237423,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_17-40-53-317,Rock,30000,300,200,200,false,1000,50,0.9887106304693561,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_19-24-35-222,subject103_5,30000,300,200,200,false,1000,50,0.13918472403689885,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_18-33-32-114,Rock,30000,300,200,200,true,1000,50,0.5577422786794743,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_11-56-54-714,subject103_6,50000,500,200,200,true,1000,50,0.32693201651695497,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_20-08-00-320,subject103_5,30000,300,200,200,false,1000,50,0.21569921222181485,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_21-41-19-430,subject103_6,30000,300,200,200,false,1000,50,0.31890663379878226,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-04_21-49-08-406,subject103_5,30000,300,200,200,true,1000,50,0.13841845642921025,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_22-42-50-498,subject103_6,30000,300,200,200,false,1000,50,0.434956847686739,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-05_01-15-50-214,subject103_6,30000,300,200,200,true,1000,50,0.31456620185183104,version: 02.07.2019  the initial population contains no special Individuals
experiment_timed2019-07-04_21-51-50-092,subject103_6,60000,600,200,200,true,1000,50,0.3026070575579295,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-05_09-47-31-897,subject103_6,70000,700,200,200,true,1000,50,0.24153452513670173,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-05_13-35-33-860,subject103_5,60000,600,200,200,true,1000,50,0.13568164354030537,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-05_17-04-46-205,Rock,60000,600,200,200,true,1000,50,0.37466771721457187,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-06_01-23-54-370,subject103_5,70000,700,200,200,true,1000,50,0.10217064359179748,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-06_01-58-33-772,Rock,70000,700,200,200,true,1000,50,0.26842224417799204,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-06_15-08-25-178,subject103_5,80000,800,200,200,true,1000,50,0.08957983678085618,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-06_16-10-18-661,Rock,80000,800,200,200,true,1000,50,0.20471380132234324,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-06_15-33-31-993,Ham,60000,600,200,200,true,2000,50,0.49808011193315815,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-07_07-05-20-010,subject103_5,90000,900,200,200,true,1000,50,0.0790529615696391,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-07_08-25-38-412,Rock,90000,900,200,200,true,1000,50,0.1753204754242469,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-08_00-55-02-470,subject103_5,100000,1000,200,200,true,1000,50,0.08482323893450477,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-08_02-42-35-252,Rock,100000,1000,200,200,true,1000,50,0.14783285533441004,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-09_13-11-58-016,subject103_6,80000,800,200,200,true,1500,50,0.22319385819379758,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-10_15-19-05-654,subject103_6,30000,300,200,200,true,1000,50,0.28697510721284414,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-10_21-07-31-642,subject103_6,40000,400,200,200,true,1000,50,0.2720153060580788,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-10_15-27-57-347,Ham,70000,700,200,200,true,4000,50,0.4954507733809772,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-10_15-26-35-478,Ham,90000,900,200,200,true,4000,50,0.48317765829522535,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-12_23-35-45-800,Ham,80000,800,200,200,true,4000,50,0.48933247442338224,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-16_13-08-18-824,subject103_6,90000,900,200,200,true,2000,50,0.19747846320187784,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
experiment_timed2019-07-16_13-09-19-143,subject103_6,100000,1000,200,200,true,2000,50,0.21757761482772023,version: 02.07.2019  the initial population contains special Individuals: visvalingam_squarederror  swing_filter_number  ramer_douglas_peucker 
